1 2008 1 1 0 1 27.714 32.26808490601083 -0.22909792331988932 7.87 34
5 2008 1 1 0 38 6.383 32.59569998103769 0.031519677498002 8.573 34
13 2008 1 1 2 4 41.711 32.56349330274067 0.03376826369257646 8.563 34
28 2008 1 1 6 52 51.88 34.08542630550653 -0.13723892056264653 8.46 34
31 2008 1 1 8 44 32.614 30.99038013151891 0.5894999916471493 6.659 34
37 2008 1 1 11 44 48.205 34.18718817669673 -0.0348966150226202 8.54 34
46 2008 1 1 13 8 34.485 34.06038633102913 -0.014103962621382138 8.95 34
47 2008 1 1 13 50 18.753 34.025134435202 -0.11481383610120499 8.815 34
51 2008 1 1 14 50 24.336 34.00718961528445 -0.17433087817394544 8.485 34
70 2008 1 1 20 51 29.225 26.103846655965707 -0.40596670917014865 6.146 16
79 2008 1 2 0 11 1.548 33.52569983534598 -0.23347663704526678 8.651 34
87 2008 1 2 4 5 4.275 33.90961286338945 -0.04046789812136442 8.7 34
97 2008 1 2 9 11 43.627 31.55782417271041 -0.42212976503663313 8.238 34
109 2008 1 2 16 6 28.996 30.948025164879382 0.5861811199411768 6.673 34
136 2008 1 3 4 24 37.971 30.99757139205447 -0.2706589416237586 7.998 34
192 2008 1 4 5 36 5.171 21.535265383400002 0.18944918890860585 5.916 280
198 2008 1 4 9 50 0.458 21.556478691847225 0.26557604190842277 6.024 280
216 2008 1 4 12 42 12.796 24.398765650038904 0.4241007622102577 5.167 34
236 2008 1 4 15 22 22.195 33.38249120705639 0.5682143494709804 9.065 34
316 2008 1 5 1 26 31.289 33.89725642177176 -0.16359417356495598 8.275 34
320 2008 1 5 2 59 41.867 33.761430357020124 -0.18564414962658304 8.647 34
334 2008 1 5 9 45 20.951 34.0663015985791 -0.1378936298865625 8.562 34
340 2008 1 5 13 40 0.648 19.335015170383027 0.2890302152003539 6.689 154
352 2008 1 5 18 9 58.014 33.79710464210811 0.10499958150665378 8.741 34
358 2008 1 5 19 12 53.726 33.0791350619861 -0.1317320885421065 8.622 34
362 2008 1 5 21 17 55.686 33.79118155929929 -0.01107528693596116 8.732 34
363 2008 1 5 22 54 21.038 30.92490684364802 0.07653202078281485 7.722 34
380 2008 1 6 2 46 36.027 24.88014359248721 0.8356279203896833 5.75 34
395 2008 1 6 10 47 40.409 23.35773339265631 -0.7077469654953177 7.06 12
422 2008 1 7 2 55 44.252 24.221907806165966 0.6377392502806476 5.351 34
430 2008 1 7 9 59 38.839 24.987764913479023 0.8357677208516865 5.007 34
451 2008 1 7 21 18 20.262 24.72042567426131 0.6914101140262083 5.423 34
452 2008 1 7 21 37 16.705 33.07691087421551 -0.11060582763120586 9.078 277
457 2008 1 8 1 3 4.598 33.56732917123998 0.05047534309023849 8.758 34
477 2008 1 8 7 50 2.684 31.14345755542698 0.5197264238357944 6.536 34
479 2008 1 8 8 32 54.9 19.137853237548683 -0.2121413606403677 9.412 263
488 2008 1 8 14 32 23.606 33.57550790484216 0.7956750185181418 7.117 34
562 2008 1 10 1 30 44.599 33.78890967202171 -0.1923079405325243 8.617 34
564 2008 1 10 2 54 24.398 31.43231314259085 0.5788509925134706 6.594 34
580 2008 1 10 13 29 2.863 18.573566857343945 -0.3775557683946138 9.363 263
582 2008 1 10 13 48 6.928 18.640419554463687 -0.2655817737479156 9.473 263
583 2008 1 10 13 52 30.101 18.616065326485224 -0.3855743030354297 9.444 263
598 2008 1 10 17 49 19.887 19.750840056462632 0.2626006449159788 6.694 154
601 2008 1 10 18 22 48.936 20.937154216122458 -0.27531015403615644 9.318 263
602 2008 1 10 18 24 21.529 20.98439598205785 -0.2629950249526578 9.367 263
603 2008 1 10 18 28 31.034 20.365884316859166 -0.30124688614963446 9.367 263
605 2008 1 10 18 33 46.795 20.31011247234916 -0.1721394892164625 9.548 263
607 2008 1 10 18 45 50.697 21.657404003753776 -0.3904989820198006 9.214 263
608 2008 1 10 18 51 4.362 21.434938739207023 -0.3354742550363117 9.476 263
610 2008 1 10 18 52 54.686 21.15572918163335 -0.34935044359887524 8.353 263
611 2008 1 10 19 5 47.921 19.370705590961613 0.2863853304124193 6.609 154
612 2008 1 10 19 9 49.942 21.534899013877865 -0.3312789058664123 9.055 263
613 2008 1 10 19 11 12.735 21.697176026372187 -0.3377103335352416 9.177 263
616 2008 1 10 19 45 4.849 21.8650174664184 -0.3543269143610246 9.266 263
632 2008 1 10 21 47 33.711 23.05097246584693 -0.24548004757638697 8.958 263
634 2008 1 10 21 49 17.707 23.02626739786888 -0.2518680627560981 8.926 263
635 2008 1 10 21 52 5.033 23.048851997323624 -0.35278910927948814 9.177 263
641 2008 1 10 21 59 50.685 23.022943091589287 -0.24689071149625175 8.928 263
642 2008 1 10 22 2 36.956 23.014891422014266 -0.24632856494777222 8.937 263
646 2008 1 10 22 7 21.239 23.05072534509463 -0.2603108560825893 9.009 263
647 2008 1 10 22 8 18.1 22.476728999308452 -0.22544040507059382 8.73 263
648 2008 1 10 22 12 38.127 23.023867840597656 -0.25124131352472645 8.992 263
649 2008 1 10 22 15 3.603 23.067235240997412 -0.24202328800718664 8.967 263
650 2008 1 10 22 17 3.873 23.643734863302086 -0.4059558108644614 8.913 263
651 2008 1 10 22 21 51.182 23.080349079368958 -0.21308966549870778 9.0 263
652 2008 1 10 22 25 38.331 23.50707163329878 -0.2588018915904451 9.096 263
655 2008 1 10 22 51 21.283 24.343767640755843 -0.29808372211527967 9.014 263
656 2008 1 10 22 53 10.418 24.339399033714045 -0.3308424426938741 9.016 263
657 2008 1 10 23 8 4.808 24.269221929319507 -0.28323554861340305 8.918 263
658 2008 1 10 23 49 3.735 20.376167686478077 0.38073985450054915 6.418 154
664 2008 1 11 0 30 56.498 18.976206052808223 -0.2726467205462644 9.331 263
676 2008 1 11 5 39 30.528 18.71465441114529 -0.35893459180931675 9.334 263
677 2008 1 11 5 41 50.423 18.578732644394087 -0.32189178448401146 9.58 263
678 2008 1 11 5 44 25.423 19.220506638297206 -0.5583459178125563 9.753 263
681 2008 1 11 5 47 8.69 19.209178260955948 -0.19584396802931003 9.389 263
682 2008 1 11 5 47 26.897 19.315037768682895 -0.176753207670314 9.333 263
683 2008 1 11 5 59 13.03 19.335908355373437 -0.21096791725699005 9.377 263
684 2008 1 11 6 2 18.791 18.04861377301885 -0.07761969446134609 8.991 263
685 2008 1 11 6 2 57.178 19.590994872219188 -0.3181719084893371 9.124 263
688 2008 1 11 6 5 52.109 18.53924762677767 -0.3973552456625664 9.31 263
689 2008 1 11 6 7 14.762 18.505534172220624 -0.2760638928247454 9.408 263
690 2008 1 11 6 7 57.11 18.596262991303284 -0.3670476018244395 9.396 263
691 2008 1 11 6 10 5.913 19.18181859870033 -0.30169704072442727 9.752 263
692 2008 1 11 6 13 2.222 18.538697567521623 -0.4054297004883729 9.365 263
