1 13 7
ZDG08 BHZ 0.015 0.80 -0.004 0.99
ZDG07 BHZ 0.010 0.80 0.007 0.99
ZDG06 BHZ 0.013 0.67 -0.001 0.99
ZDG05 BHZ -0.689 0.62 0.653 0.61
ZDG04 BHZ 0.011 0.78 0.003 0.94
ZDG03 HHZ 0.516 0.50 0.010 0.70
3358 3360 13
ZDG14 HHZ 0.020 0.96 0.010 0.99
ZDG12 HHZ 0.004 0.98 0.003 0.85
ZDG13 HHZ 0.008 0.95 0.018 1.00
ZDG10 BHZ 0.059 0.77 0.771 0.36
ZDG16 HHZ 0.025 0.93 0.028 0.96
ZDG09 BHZ 0.016 0.61 -0.001 0.97
ZDG08 BHZ 0.006 0.91 -0.005 0.99
ZDG07 BHZ 0.621 0.82 0.000 0.99
ZDG06 BHZ 0.007 0.80 -0.004 0.99
ZDG05 BHZ -0.168 0.97 0.449 0.94
ZDG04 BHZ 0.014 0.88 -0.002 0.95
ZDG03 HHZ 0.007 0.56 0.012 0.74
ZDG02 HHZ 0.611 0.98 0.780 0.96
3358 3374 12
ZDG14 HHZ -0.080 0.89 -0.120 0.78
ZDG12 HHZ 0.011 0.93 -0.410 0.33
ZDG13 HHZ 0.050 0.62 -0.056 0.93
ZDG10 BHZ -0.628 0.54 -0.148 0.38
ZDG16 HHZ -0.083 0.84 -0.138 0.73
ZDG09 BHZ 0.037 0.36 0.099 0.69
ZDG08 BHZ 0.315 0.48 0.113 0.95
ZDG07 BHZ -0.642 0.72 0.293 0.84
ZDG06 BHZ 0.237 0.49 0.110 0.86
ZDG05 BHZ 0.559 0.84 0.480 0.78
ZDG04 BHZ 0.113 0.43 0.122 0.76
ZDG02 HHZ -0.681 1.00 0.779 0.81
3358 6211 9
ZDG14 HHZ -0.036 0.93 -0.038 0.97
ZDG12 HHZ -0.034 0.98 -0.036 0.93
ZDG13 HHZ -0.028 0.96 -0.031 0.99
ZDG16 HHZ -0.031 0.95 -0.034 0.80
ZDG09 BHZ -0.025 0.55 -0.015 0.84
ZDG08 BHZ -0.055 0.86 -0.040 0.98
ZDG07 BHZ -0.041 0.75 -0.024 0.97
ZDG06 BHZ -0.056 0.41 -0.038 0.90
ZDG04 BHZ -0.016 0.61 -0.027 0.71
3358 3484 11
ZDG14 HHZ 0.109 0.94 0.171 0.73
ZDG12 HHZ -0.037 0.89 0.280 0.40
ZDG13 HHZ 0.062 0.82 0.079 0.88
ZDG16 HHZ 0.205 0.93 0.324 0.76
ZDG09 BHZ -0.104 0.95 0.285 0.62
ZDG08 BHZ -0.118 0.90 -0.252 0.95
ZDG07 BHZ -0.108 0.62 -0.226 0.93
ZDG06 BHZ -0.225 0.68 -0.251 0.93
ZDG05 BHZ 0.722 0.60 0.388 0.54
ZDG04 BHZ -0.113 0.77 -0.252 0.91
ZDG03 HHZ -0.133 0.41 -0.254 0.71
3358 3496 10
ZDG14 HHZ 0.075 0.82 0.116 0.77
ZDG12 HHZ -0.034 0.88 0.021 0.36
ZDG13 HHZ 0.041 0.81 0.052 0.94
ZDG16 HHZ 0.153 0.88 0.229 0.71
ZDG09 BHZ -0.405 0.53 -0.156 0.76
ZDG08 BHZ 0.111 0.48 -0.180 0.97
ZDG07 BHZ 0.493 0.76 -0.166 0.90
ZDG06 BHZ 0.612 0.77 -0.189 0.93
ZDG05 BHZ -0.674 0.62 0.770 0.44
ZDG04 BHZ -0.096 0.53 -0.181 0.91
3359 3374 11
ZDG14 HHZ -0.035 0.90 -0.084 0.81
ZDG12 HHZ 0.045 0.92 -0.374 0.38
ZDG13 HHZ 0.082 0.56 -0.021 0.94
ZDG16 HHZ -0.047 0.86 -0.090 0.70
ZDG09 BHZ 0.631 0.43 0.128 0.68
ZDG08 BHZ 0.349 0.48 0.143 0.95
ZDG07 BHZ -0.810 0.82 0.530 0.82
ZDG06 BHZ 0.592 0.64 0.141 0.84
ZDG05 BHZ 0.411 0.73 0.796 0.49
ZDG04 BHZ 0.374 0.41 0.142 0.77
ZDG02 HHZ -0.159 1.00 -0.709 0.34
3359 6211 9
ZDG14 HHZ -0.001 0.94 -0.002 0.97
ZDG12 HHZ 0.000 0.98 -0.002 0.96
ZDG13 HHZ 0.005 0.97 0.004 0.99
ZDG16 HHZ 0.005 0.94 0.002 0.78
ZDG09 BHZ 0.008 0.67 0.014 0.93
ZDG08 BHZ -0.011 0.87 -0.009 0.97
ZDG07 BHZ -0.424 0.78 0.000 0.97
ZDG06 BHZ -0.470 0.45 0.003 0.87
ZDG04 BHZ 0.016 0.65 0.013 0.75
3359 3360 12
ZDG14 HHZ 0.055 0.96 0.046 0.98
ZDG12 HHZ 0.048 0.98 0.048 0.67
ZDG13 HHZ 0.051 0.92 0.043 1.00
ZDG16 HHZ 0.061 0.91 0.055 0.93
ZDG09 BHZ 0.048 0.77 0.027 0.97
ZDG08 BHZ 0.040 0.88 0.036 0.99
ZDG07 BHZ 0.660 0.91 0.044 0.98
ZDG06 BHZ 0.046 0.73 0.026 0.96
ZDG05 BHZ 0.151 0.87 -0.050 0.40
ZDG04 BHZ 0.038 0.89 0.028 0.90
ZDG03 HHZ 0.039 0.71 0.031 0.69
ZDG02 HHZ 0.667 1.00 -0.690 0.44
3360 3374 12
ZDG14 HHZ -0.090 0.91 -0.140 0.83
ZDG12 HHZ 0.008 0.91 0.042 0.44
ZDG13 HHZ -0.181 0.64 -0.064 0.93
ZDG10 BHZ -0.082 0.63 -0.325 0.31
ZDG16 HHZ -0.098 0.82 -0.168 0.76
ZDG09 BHZ 0.585 0.77 0.101 0.76
ZDG08 BHZ 0.309 0.43 0.118 0.95
ZDG07 BHZ 0.467 0.72 0.294 0.84
ZDG06 BHZ 0.646 0.37 0.105 0.85
ZDG05 BHZ 0.409 0.79 -0.757 0.73
ZDG04 BHZ 0.108 0.57 0.115 0.72
ZDG02 HHZ -0.221 0.99 0.609 0.97
3360 3522 11
ZDG14 HHZ 0.014 0.96 0.014 0.99
ZDG12 HHZ 0.004 0.99 0.006 0.97
ZDG13 HHZ 0.006 0.93 0.005 0.99
ZDG16 HHZ 0.011 0.93 0.010 0.97
ZDG09 BHZ 0.008 0.64 0.000 0.99
ZDG08 BHZ 0.010 0.81 0.011 0.99
ZDG07 BHZ -0.240 0.77 0.008 0.99
ZDG06 BHZ -0.103 0.75 0.004 0.99
ZDG05 BHZ -0.682 0.61 0.662 0.58
ZDG04 BHZ 0.006 0.83 0.006 0.97
ZDG03 HHZ 0.277 0.42 0.009 0.78
3360 6211 10
ZDG14 HHZ -0.055 0.94 -0.048 0.97
ZDG12 HHZ -0.038 0.94 -0.049 0.64
ZDG13 HHZ -0.046 0.87 -0.039 0.99
ZDG10 BHZ 0.230 0.63 -0.286 0.36
ZDG16 HHZ -0.047 0.86 -0.053 0.74
ZDG09 BHZ -0.025 0.87 -0.024 0.88
ZDG08 BHZ -0.061 0.73 -0.045 0.98
ZDG07 BHZ -0.685 0.65 -0.034 0.94
ZDG06 BHZ 0.523 0.53 -0.034 0.90
ZDG04 BHZ -0.031 0.67 -0.025 0.66
3360 3489 9
ZDG14 HHZ -0.162 0.53 -0.109 0.72
ZDG12 HHZ -0.276 0.83 -0.441 0.29
ZDG13 HHZ -0.209 0.55 -0.192 0.93
ZDG09 BHZ -0.338 0.65 -0.420 0.75
ZDG08 BHZ -0.342 0.52 -0.442 0.95
ZDG07 BHZ -0.404 0.89 -0.416 0.89
ZDG06 BHZ 0.593 0.52 -0.425 0.70
ZDG05 BHZ 0.558 0.71 0.211 0.23
ZDG04 BHZ 0.606 0.49 -0.700 0.20
3360 3484 12
ZDG14 HHZ 0.100 0.92 0.160 0.72
ZDG12 HHZ -0.041 0.88 -0.096 0.41
ZDG13 HHZ 0.054 0.81 0.070 0.90
ZDG10 BHZ 0.020 0.65 0.569 0.34
ZDG16 HHZ 0.190 0.86 0.291 0.76
ZDG09 BHZ -0.113 0.65 -0.224 0.62
ZDG08 BHZ -0.133 0.84 -0.258 0.96
ZDG07 BHZ 0.676 0.49 -0.237 0.92
ZDG06 BHZ -0.559 0.58 -0.256 0.92
ZDG05 BHZ 0.737 0.55 0.722 0.55
ZDG04 BHZ -0.128 0.69 -0.249 0.89
ZDG03 HHZ -0.132 0.43 -0.250 0.76
3374 3406 10
ZDG14 HHZ -0.019 0.57 -0.100 0.69
ZDG12 HHZ 0.152 0.87 0.176 0.57
ZDG13 HHZ -0.182 0.60 -0.248 0.51
ZDG16 HHZ -0.188 0.81 -0.358 0.72
ZDG09 BHZ 0.548 0.89 0.385 0.86
ZDG08 BHZ -0.067 0.49 0.424 0.47
ZDG07 BHZ -0.300 0.86 0.214 0.77
ZDG06 BHZ -0.715 0.81 -0.358 0.39
ZDG05 BHZ 0.261 0.69 0.648 0.15
ZDG04 BHZ -0.662 0.66 0.429 0.61
3374 6211 8
ZDG14 HHZ 0.045 0.89 0.082 0.78
ZDG12 HHZ -0.055 0.91 0.372 0.37
ZDG13 HHZ -0.078 0.60 0.025 0.90
ZDG16 HHZ 0.052 0.82 0.102 0.44
ZDG09 BHZ -0.605 0.75 -0.119 0.62
ZDG08 BHZ -0.699 0.53 -0.163 0.94
ZDG07 BHZ 0.610 0.76 -0.721 0.82
ZDG06 BHZ -0.546 0.49 -0.149 0.78
3374 3522 9
ZDG14 HHZ 0.104 0.87 0.144 0.81
ZDG12 HHZ -0.003 0.89 -0.046 0.48
ZDG13 HHZ -0.171 0.61 0.069 0.93
ZDG16 HHZ 0.110 0.86 0.166 0.78
ZDG09 BHZ -0.180 0.37 -0.103 0.75
ZDG08 BHZ -0.288 0.51 -0.107 0.95
ZDG07 BHZ -0.519 0.75 -0.285 0.84
ZDG06 BHZ -0.238 0.51 -0.111 0.85
ZDG04 BHZ -0.337 0.60 -0.109 0.72
3374 6136 9
ZDG14 HHZ 0.186 0.80 0.225 0.70
ZDG12 HHZ 0.101 0.92 0.519 0.36
ZDG13 HHZ 0.130 0.49 0.166 0.91
ZDG10 BHZ -0.481 0.66 -0.261 0.37
ZDG16 HHZ 0.200 0.70 -0.451 0.45
ZDG08 BHZ -0.353 0.33 -0.016 0.94
ZDG09 BHZ -0.102 0.78 0.018 0.61
ZDG07 BHZ -0.663 0.83 -0.167 0.86
ZDG06 BHZ -0.757 0.60 -0.014 0.75
3377 3406 9
ZDG14 HHZ -0.005 0.59 -0.007 0.98
ZDG13 HHZ 0.004 0.90 0.003 1.00
ZDG12 HHZ 0.005 0.94 -0.005 0.98
ZDG09 BHZ 0.658 0.63 0.014 0.31
ZDG07 BHZ 0.147 0.95 -0.757 0.70
ZDG06 BHZ 0.202 0.64 0.007 0.43
ZDG05 BHZ -0.677 0.62 0.214 0.36
ZDG04 BHZ -0.401 0.75 0.805 0.54
ZDG02 HHZ -0.703 0.87 0.073 0.55
3377 3374 7
ZDG14 HHZ -0.810 0.38 0.093 0.70
ZDG12 HHZ -0.157 0.85 -0.181 0.55
ZDG08 BHZ 0.247 0.66 -0.432 0.92
ZDG07 BHZ 0.651 0.83 -0.773 0.64
ZDG06 BHZ 0.670 0.62 -0.433 0.77
ZDG05 BHZ 0.565 0.69 -0.595 0.55
ZDG03 HHZ -0.793 0.54 -0.208 0.27
3474 3479 9
ZDG14 HHZ -0.022 0.86 -0.068 0.83
ZDG12 HHZ 0.056 0.74 0.062 0.58
ZDG13 HHZ 0.011 0.88 -0.011 0.88
ZDG08 BHZ 0.104 0.52 0.155 0.88
ZDG09 BHZ 0.083 0.71 0.135 0.64
ZDG16 HHZ -0.036 0.84 -0.086 0.86
ZDG07 BHZ -0.421 0.64 0.130 0.93
ZDG06 BHZ 0.433 0.75 -0.061 0.56
ZDG02 HHZ -0.577 0.95 -0.292 0.52
3474 3483 10
ZDG14 HHZ -0.062 0.80 -0.056 0.85
ZDG12 HHZ -0.045 0.79 -0.041 0.84
ZDG13 HHZ -0.053 0.81 -0.058 0.94
ZDG08 BHZ -0.041 0.76 -0.048 0.82
ZDG09 BHZ -0.059 0.93 -0.042 0.92
ZDG16 HHZ -0.065 0.80 -0.068 0.95
ZDG07 BHZ -0.556 0.88 -0.058 0.98
ZDG06 BHZ -0.641 0.44 -0.050 0.81
ZDG04 BHZ -0.523 0.50 -0.054 0.87
ZDG02 HHZ 0.787 0.68 -0.058 0.94
3474 3498 9
ZDG14 HHZ 0.072 0.68 0.127 0.75
ZDG12 HHZ -0.006 0.87 -0.423 0.34
ZDG13 HHZ 0.053 0.62 0.065 0.66
ZDG08 BHZ -0.082 0.70 -0.149 0.40
ZDG09 BHZ 0.076 0.70 -0.105 0.57
ZDG16 HHZ 0.101 0.50 0.167 0.69
ZDG07 BHZ 0.062 0.85 0.346 0.82
ZDG06 BHZ 0.606 0.61 0.559 0.41
ZDG02 HHZ 0.014 0.81 0.212 0.83
3474 5954 11
ZDG14 HHZ 0.094 0.61 0.139 0.28
ZDG12 HHZ -0.018 0.74 -0.388 0.35
ZDG13 HHZ 0.043 0.79 0.214 0.43
ZDG10 BHZ -0.472 0.63 0.017 0.41
ZDG09 BHZ -0.084 0.89 -0.642 0.45
ZDG08 BHZ -0.113 0.84 -0.194 0.86
ZDG16 HHZ 0.135 0.55 0.221 0.65
ZDG07 BHZ -0.609 0.72 -0.186 0.90
ZDG06 BHZ -0.113 0.52 -0.204 0.71
ZDG04 BHZ -0.726 0.38 -0.186 0.79
ZDG02 HHZ 0.733 0.63 -0.186 0.85
3474 3499 10
ZDG14 HHZ 0.033 0.78 0.085 0.74
ZDG12 HHZ -0.065 0.84 -0.097 0.35
ZDG13 HHZ -0.003 0.81 0.012 0.86
ZDG08 BHZ -0.158 0.58 -0.252 0.89
ZDG09 BHZ -0.145 0.69 -0.709 0.46
ZDG16 HHZ 0.067 0.89 0.136 0.87
ZDG07 BHZ 0.095 0.44 -0.238 0.87
ZDG06 BHZ -0.526 0.50 -0.247 0.72
ZDG04 BHZ -0.633 0.28 -0.247 0.77
ZDG02 HHZ 0.273 0.53 -0.240 0.81
3474 3508 9
ZDG14 HHZ 0.260 0.74 0.333 0.57
ZDG13 HHZ 0.228 0.77 -0.137 0.47
ZDG08 BHZ 0.057 0.73 -0.039 0.85
ZDG09 BHZ 0.067 0.66 0.471 0.42
ZDG16 HHZ 0.295 0.74 0.395 0.74
ZDG07 BHZ -0.464 0.65 -0.053 0.91
ZDG06 BHZ 0.754 0.51 -0.036 0.75
ZDG04 BHZ 0.746 0.41 -0.037 0.73
ZDG02 HHZ -0.439 0.94 -0.043 0.78
3474 3505 7
ZDG14 HHZ 0.011 0.75 0.071 0.71
ZDG12 HHZ -0.089 0.66 -0.051 0.30
ZDG13 HHZ -0.016 0.82 -0.003 0.88
ZDG16 HHZ 0.057 0.85 0.119 0.85
ZDG07 BHZ -0.760 0.92 -0.578 0.54
ZDG06 BHZ -0.282 0.45 -0.367 0.63
ZDG02 HHZ -0.369 0.70 -0.229 0.86
3474 3494 10
ZDG14 HHZ -0.056 0.90 -0.109 0.73
ZDG12 HHZ 0.021 0.80 0.029 0.63
ZDG13 HHZ -0.027 0.94 -0.047 0.92
ZDG09 BHZ 0.051 0.80 0.100 0.64
ZDG08 BHZ 0.069 0.87 0.120 0.85
ZDG16 HHZ -0.074 0.79 -0.115 0.76
ZDG07 BHZ 0.307 0.50 0.094 0.91
ZDG06 BHZ 0.053 0.56 0.105 0.68
ZDG04 BHZ -0.422 0.56 0.115 0.75
ZDG02 HHZ 0.485 0.79 0.112 0.80
3474 3478 10
ZDG14 HHZ -0.104 0.88 -0.155 0.76
ZDG12 HHZ -0.024 0.76 -0.018 0.62
ZDG13 HHZ -0.074 0.89 -0.093 0.89
ZDG08 BHZ 0.032 0.85 0.072 0.88
ZDG09 BHZ 0.002 0.72 0.055 0.64
ZDG16 HHZ -0.120 0.78 -0.168 0.75
ZDG07 BHZ -0.285 0.69 0.051 0.93
ZDG06 BHZ 0.003 0.63 0.069 0.68
ZDG04 BHZ -0.618 0.44 0.080 0.75
ZDG02 HHZ 0.675 0.83 0.643 0.62
3478 3481 12
ZDG14 HHZ -0.004 0.94 -0.003 0.94
ZDG12 HHZ -0.004 0.98 -0.003 0.99
ZDG13 HHZ -0.004 0.96 -0.002 0.99
ZDG16 HHZ -0.001 0.89 -0.007 0.93
ZDG08 BHZ -0.003 0.94 0.001 0.99
ZDG09 BHZ -0.003 0.94 -0.002 0.99
ZDG07 BHZ -0.004 0.92 -0.001 0.99
ZDG06 BHZ -0.004 0.52 0.001 0.99
ZDG05 BHZ -0.003 0.71 0.011 0.92
ZDG04 BHZ -0.003 0.80 0.000 0.98
ZDG03 HHZ 0.078 0.48 0.001 0.84
ZDG02 HHZ 0.410 0.80 -0.004 0.86
3478 3494 13
ZDG14 HHZ 0.047 0.95 0.046 0.96
ZDG12 HHZ 0.047 0.98 0.037 0.99
ZDG13 HHZ 0.047 0.96 0.047 0.98
ZDG10 BHZ -0.530 0.42 -0.393 0.61
ZDG16 HHZ 0.036 0.92 0.050 0.97
ZDG09 BHZ 0.048 0.98 0.037 1.00
ZDG08 BHZ 0.037 0.98 0.047 0.99
ZDG07 BHZ 0.034 0.81 0.044 0.99
ZDG06 BHZ 0.036 0.86 0.047 1.00
ZDG05 BHZ 0.043 0.83 0.047 0.97
ZDG04 BHZ 0.048 0.84 0.046 0.99
ZDG03 HHZ 0.347 0.40 0.047 0.95
ZDG02 HHZ -0.759 0.79 0.045 0.91
3478 3483 13
ZDG14 HHZ 0.047 0.79 0.103 0.71
ZDG12 HHZ -0.020 0.91 -0.024 0.71
ZDG13 HHZ 0.011 0.92 0.036 0.95
ZDG10 BHZ 0.346 0.62 -0.111 0.50
ZDG16 HHZ 0.061 0.86 0.102 0.67
ZDG08 BHZ -0.073 0.95 -0.129 0.95
ZDG09 BHZ -0.060 0.84 -0.109 0.70
ZDG07 BHZ -0.075 0.84 -0.109 0.93
ZDG06 BHZ -0.073 0.62 -0.119 0.92
ZDG05 BHZ -0.065 0.65 -0.116 0.78
ZDG04 BHZ -0.070 0.84 -0.123 0.87
ZDG03 HHZ -0.067 0.42 -0.118 0.66
ZDG02 HHZ -0.065 0.78 -0.699 0.77
3478 3496 11
ZDG14 HHZ -0.007 0.85 -0.026 0.88
ZDG12 HHZ 0.039 0.93 0.053 0.72
ZDG13 HHZ -0.006 0.85 -0.001 0.95
ZDG16 HHZ -0.021 0.83 -0.061 0.82
ZDG08 BHZ 0.263 0.54 0.105 0.98
ZDG09 BHZ -0.276 0.48 0.090 0.86
ZDG07 BHZ 0.630 0.70 0.082 0.91
ZDG06 BHZ 0.749 0.68 0.104 0.98
ZDG05 BHZ 0.049 0.43 0.104 0.71
ZDG04 BHZ 0.053 0.58 0.104 0.91
ZDG02 HHZ -0.042 0.79 0.102 0.74
3479 3483 10
ZDG14 HHZ -0.038 0.89 0.012 0.82
ZDG12 HHZ -0.101 0.87 -0.105 0.66
ZDG13 HHZ -0.063 0.94 -0.047 0.95
ZDG08 BHZ -0.143 0.73 -0.201 0.95
ZDG09 BHZ -0.141 0.81 -0.192 0.67
ZDG16 HHZ -0.017 0.92 0.018 0.80
ZDG07 BHZ -0.140 0.81 -0.189 0.94
ZDG06 BHZ 0.437 0.50 -0.203 0.65
ZDG04 BHZ 0.514 0.58 -0.196 0.66
ZDG02 HHZ -0.688 0.77 0.811 0.54
3479 3498 11
ZDG14 HHZ 0.106 0.87 0.207 0.64
ZDG12 HHZ -0.052 0.85 -0.104 0.57
ZDG13 HHZ 0.032 0.75 -0.009 0.58
ZDG10 BHZ -0.222 0.73 0.149 0.37
ZDG08 BHZ -0.382 0.57 -0.302 0.42
ZDG09 BHZ -0.160 0.60 0.249 0.67
ZDG16 HHZ 0.136 0.73 0.266 0.69
ZDG07 BHZ -0.477 0.70 0.018 0.79
ZDG06 BHZ -0.671 0.64 -0.530 0.42
ZDG04 BHZ -0.556 0.64 -0.301 0.56
ZDG02 HHZ -0.571 0.92 0.520 0.47
3479 5954 9
ZDG14 HHZ 0.091 0.63 0.095 0.34
ZDG13 HHZ 0.040 0.66 -0.022 0.43
ZDG08 BHZ -0.204 0.63 -0.350 0.97
ZDG09 BHZ -0.176 0.88 -0.285 0.43
ZDG16 HHZ 0.195 0.59 0.295 0.75
ZDG07 BHZ -0.189 0.91 -0.308 0.91
ZDG06 BHZ 0.478 0.53 -0.344 0.61
ZDG04 BHZ 0.472 0.69 -0.336 0.67
ZDG03 HHZ 0.306 0.46 -0.334 0.27
3479 5957 9
ZDG14 HHZ 0.162 0.85 0.264 0.63
ZDG12 HHZ -0.019 0.72 -0.070 0.48
ZDG13 HHZ 0.097 0.72 0.137 0.83
ZDG08 BHZ -0.350 0.43 -0.297 0.97
ZDG09 BHZ -0.115 0.74 -0.731 0.43
ZDG16 HHZ 0.209 0.83 0.345 0.74
ZDG07 BHZ 0.419 0.49 -0.261 0.94
ZDG06 BHZ 0.512 0.41 -0.292 0.67
ZDG02 HHZ 0.625 0.55 0.719 0.77
3479 5974 6
ZDG14 HHZ 0.286 0.62 0.414 0.76
ZDG12 HHZ 0.072 0.52 0.013 0.41
ZDG13 HHZ 0.208 0.61 0.260 0.80
ZDG10 BHZ 0.293 0.53 0.533 0.28
ZDG08 BHZ 0.753 0.68 -0.254 0.88
ZDG07 BHZ 0.741 0.70 -0.601 0.82
3479 3508 11
ZDG14 HHZ 0.283 0.84 0.206 0.45
ZDG13 HHZ 0.213 0.73 -0.209 0.47
ZDG10 BHZ -0.766 0.58 -0.171 0.66
ZDG08 BHZ -0.045 0.64 -0.182 0.93
ZDG09 BHZ -0.022 0.87 -0.632 0.44
ZDG16 HHZ 0.128 0.73 0.481 0.69
ZDG07 BHZ -0.026 0.82 -0.170 0.91
ZDG06 BHZ 0.539 0.66 -0.192 0.72
ZDG05 BHZ -0.618 0.69 -0.347 0.32
ZDG04 BHZ 0.627 0.54 -0.198 0.63
ZDG02 HHZ 0.136 0.87 -0.563 0.52
3481 3494 13
ZDG14 HHZ 0.052 0.87 0.049 0.88
ZDG12 HHZ 0.040 0.97 0.050 0.98
ZDG13 HHZ 0.051 0.91 0.049 0.97
ZDG10 BHZ -0.015 0.66 0.271 0.33
ZDG16 HHZ 0.039 0.83 0.049 0.90
ZDG09 BHZ 0.040 0.85 0.048 0.99
ZDG08 BHZ 0.050 0.93 0.046 0.99
ZDG07 BHZ 0.037 0.70 0.045 0.99
ZDG06 BHZ 0.050 0.55 0.046 1.00
ZDG05 BHZ 0.038 0.81 0.045 0.96
ZDG04 BHZ 0.051 0.66 0.036 0.99
ZDG03 HHZ -0.415 0.44 0.035 0.88
ZDG02 HHZ -0.437 0.72 0.038 0.96
3481 3496 12
ZDG14 HHZ -0.004 0.87 -0.034 0.85
ZDG12 HHZ 0.033 0.94 0.056 0.72
ZDG13 HHZ 0.007 0.80 0.001 0.94
ZDG10 BHZ 0.634 0.69 -0.442 0.37
ZDG16 HHZ -0.022 0.75 -0.064 0.86
ZDG08 BHZ 0.269 0.55 0.104 0.99
ZDG09 BHZ -0.263 0.53 0.092 0.86
ZDG07 BHZ 0.637 0.81 0.093 0.89
ZDG06 BHZ 0.651 0.35 0.104 0.98
ZDG05 BHZ -0.725 0.41 0.102 0.68
ZDG04 BHZ -0.034 0.50 0.094 0.90
ZDG02 HHZ 0.292 0.73 0.110 0.48
3481 3483 12
ZDG14 HHZ 0.050 0.90 0.094 0.73
ZDG12 HHZ -0.017 0.90 -0.020 0.67
ZDG13 HHZ 0.015 0.93 0.038 0.95
ZDG16 HHZ 0.060 0.91 0.108 0.82
ZDG08 BHZ -0.070 0.90 -0.120 0.97
ZDG09 BHZ -0.056 0.69 -0.109 0.67
ZDG07 BHZ -0.070 0.90 -0.108 0.90
ZDG06 BHZ 0.494 0.43 -0.120 0.92
ZDG05 BHZ -0.059 0.71 -0.119 0.72
ZDG04 BHZ -0.068 0.62 -0.122 0.86
ZDG03 HHZ -0.072 0.52 -0.131 0.62
ZDG02 HHZ -0.471 0.66 -0.127 0.88
3483 3494 12
ZDG14 HHZ -0.008 0.71 -0.058 0.59
ZDG12 HHZ 0.067 0.90 0.071 0.72
ZDG13 HHZ 0.027 0.82 0.011 0.94
ZDG16 HHZ -0.013 0.73 -0.046 0.67
ZDG08 BHZ 0.110 0.94 0.156 0.96
ZDG09 BHZ 0.108 0.89 0.146 0.70
ZDG07 BHZ 0.104 0.72 0.153 0.92
ZDG06 BHZ -0.690 0.58 0.166 0.92
ZDG05 BHZ 0.109 0.73 0.163 0.80
ZDG04 BHZ 0.117 0.81 0.169 0.88
ZDG03 HHZ 0.121 0.51 0.165 0.70
ZDG02 HHZ -0.149 0.72 0.741 0.85
3483 3498 9
ZDG14 HHZ 0.135 0.84 0.184 0.70
ZDG12 HHZ 0.038 0.93 0.013 0.39
ZDG13 HHZ 0.096 0.76 0.122 0.66
ZDG08 BHZ -0.032 0.86 -0.100 0.45
ZDG09 BHZ 0.793 0.70 0.428 0.50
ZDG16 HHZ 0.162 0.64 0.235 0.74
ZDG07 BHZ -0.334 0.85 0.207 0.84
ZDG04 BHZ -0.030 0.78 -0.100 0.59
ZDG02 HHZ 0.491 0.74 0.460 0.81
3483 3505 9
ZDG14 HHZ 0.072 0.87 0.141 0.62
ZDG12 HHZ -0.046 0.77 -0.070 0.38
ZDG13 HHZ 0.027 0.78 0.065 0.88
ZDG08 BHZ -0.058 0.73 -0.208 0.47
ZDG09 BHZ -0.106 0.62 -0.104 0.54
ZDG16 HHZ 0.108 0.71 0.197 0.87
ZDG07 BHZ 0.183 0.88 -0.527 0.56
ZDG06 BHZ 0.013 0.53 -0.120 0.73
ZDG02 HHZ 0.739 0.61 -0.362 0.87
3483 5954 10
ZDG14 HHZ 0.134 0.56 0.242 0.30
ZDG09 BHZ -0.024 0.95 0.196 0.49
ZDG08 BHZ -0.052 0.87 -0.158 0.91
ZDG16 HHZ 0.213 0.72 0.280 0.62
ZDG07 BHZ -0.031 0.82 -0.128 0.92
ZDG06 BHZ -0.160 0.71 -0.144 0.90
ZDG05 BHZ -0.045 0.64 -0.148 0.79
ZDG04 BHZ -0.043 0.65 -0.133 0.91
ZDG03 HHZ -0.045 0.45 -0.125 0.72
ZDG02 HHZ 0.664 0.69 -0.127 0.90
3483 3484 12
ZDG14 HHZ -0.021 0.88 -0.074 0.82
ZDG12 HHZ 0.046 0.90 0.050 0.67
ZDG13 HHZ 0.005 0.94 -0.010 0.95
ZDG16 HHZ -0.032 0.92 -0.081 0.80
ZDG09 BHZ 0.086 0.95 0.142 0.69
ZDG08 BHZ 0.099 0.93 0.151 0.94
ZDG07 BHZ 0.769 0.47 0.141 0.93
ZDG06 BHZ -0.006 0.69 0.152 0.93
ZDG05 BHZ 0.092 0.52 0.148 0.76
ZDG04 BHZ 0.096 0.61 0.165 0.84
ZDG03 HHZ 0.088 0.55 0.150 0.69
ZDG02 HHZ -0.728 0.80 -0.036 0.88
3484 3489 9
ZDG14 HHZ -0.263 0.66 -0.279 0.92
ZDG12 HHZ -0.226 0.86 -0.215 0.65
ZDG13 HHZ -0.764 0.60 -0.253 0.97
ZDG16 HHZ 0.650 0.45 -0.293 0.70
ZDG09 BHZ -0.214 0.68 -0.707 0.62
ZDG08 BHZ -0.011 0.49 -0.184 0.94
ZDG07 BHZ -0.708 0.71 -0.190 0.88
ZDG06 BHZ 0.676 0.64 -0.179 0.80
ZDG02 HHZ 0.070 0.70 -0.682 0.56
3484 6211 11
ZDG14 HHZ -0.145 0.90 -0.208 0.68
ZDG12 HHZ 0.003 0.89 -0.326 0.38
ZDG13 HHZ -0.101 0.80 -0.120 0.90
ZDG10 BHZ 0.442 0.61 0.577 0.39
ZDG16 HHZ -0.236 0.87 -0.350 0.66
ZDG09 BHZ 0.082 0.50 0.184 0.61
ZDG08 BHZ 0.073 0.77 0.212 0.91
